강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,단과대학,학과,수강인원,수강정원,강의평점
전공필수,3학년,6552029-01,유기단위공정,정노희,"수06 ,07 [E8-7-233(50-233)] 수08 [E8-10-103(508-103)]",3,공과대학,공업화학과,28,50,2.5
전공선택,3학년,6552038-01,재료공학,조중상,"화02 ,03 [E8-7-125(50-125)] 수05 [E8-7-233(50-233)]",3,공과대학,공업화학과,41,50,3.5
전공선택,3학년,6552041-01,열역학II,박대환,"월05 ,06 ,07 [E8-7-125(50-125)]",3,공과대학,공업화학과,16,60,5
전공선택,3학년,6552114-01,무기화학,강동우,"수01 ,02 ,03 [E8-7-317(50-317)]",3,공과대학,공업화학과,46,100,5
전공필수,4학년,6552110-01,이동공정,염경호,"월01 ,02 ,03 [E8-7-233(50-233)]",3,공과대학,공업화학과,28,50,3
전공선택,4학년,6552123-01,고분자공업화학,류상욱,"월06 ,07 ,08 [E8-7-233(50-233)]",3,공과대학,공업화학과,35,50,4
전공선택,4학년,6552126-01,무기공업화학,강동우,"목06 ,07 ,08 [E8-7-125(50-125)]",3,공과대학,공업화학과,46,60,5
전공선택,4학년,6552222-01,바이오공학,박준성,"화06 ,07 수03 [E8-7-233(50-233)]",3,공과대학,공업화학과,32,50,0
전공필수,4학년,6552227-01,전기에너지공학,박대환,"화01 ,02 ,03 [E8-10-105(508-105)]",3,공과대학,공업화학과,42,50,0
전공선택,4학년,6552230-01,화학소재실무설계,조중상,"목02 ,03 [E8-7-125(50-125)]",1,공과대학,공업화학과,0,60,0
전공선택,1학년,6510004-01,기계제도,주진원,"목07 ,08 ,09 ,10 [E8-8-209(51-209)]",3,공과대학,기계공학부,41,50,4.2
전공선택,1학년,6510004-02,기계제도,안규복,"화01 ,02 ,03 ,04 [E8-8-209(51-209)]",3,공과대학,기계공학부,38,50,4.6
전공필수,1학년,6510007-01,정역학,이인환,"화05 ,06 ,07 [E8-7-242(50-242]",3,공과대학,기계공학부,52,50,3.46
전공필수,1학년,6510007-02,정역학,이인환,"월06 ,07 ,08 [E8-2-201(45-201)]",3,공과대학,기계공학부,52,50,3.46
전공선택,2학년,6510003-01,재료역학I,주진원,"월02 ,03 화01 [E8-7-234(50-234)]",3,공과대학,기계공학부,51,50,3.73
전공선택,2학년,6510003-02,재료역학I,주진원,"월06 ,07 화03 [E8-7-234(50-234)]",3,공과대학,기계공학부,43,50,3.73
전공필수,2학년,6510005-01,기계공작법I,김건휘,"수06 ,07 ,08 [E8-7-242(50-242]",3,공과대학,기계공학부,50,50,0
전공필수,2학년,6510005-02,기계공작법I,이인환,"목05 ,06 ,07 [E8-7-242(50-242]",3,공과대학,기계공학부,41,50,3.64
전공선택,2학년,6510011-01,기구학,신응수,"월01 수01 ,02 [E8-7-132(50-132)]",3,공과대학,기계공학부,61,50,4.64
전공선택,2학년,6510011-02,기구학,신응수,"월08 수06 ,07 [E8-7-132(50-132)]",3,공과대학,기계공학부,36,50,4.62
전공선택,2학년,6510015-01,열역학 I,이석호,"월06 화02 ,03 [E8-7-242(50-242]",3,공과대학,기계공학부,43,50,3.39
전공선택,2학년,6510015-02,열역학 I,이석호,"화06 ,07 ,08 [E8-7-234(50-234)]",3,공과대학,기계공학부,54,50,3.39
전공필수,2학년,6510071-01,공학수학 II,김용연,"목05 [E8-7-234(50-234)] 금08 ,09 [E8-7-132(50-132)]",3,공과대학,기계공학부,47,50,4.33
전공필수,2학년,6510071-02,공학수학 II,조정호,"월02 ,03 ,04 [E8-7-235(50-235)]",3,공과대학,기계공학부,57,50,4.29
전공필수,3학년,6510014-01,유체역학 II,이계복,"화06 [E8-7-132(50-132)] 수02 ,03 [E8-7-242(50-242]",3,공과대학,기계공학부,51,50,4.44
전공필수,3학년,6510014-02,유체역학 II,안규복,"월02 ,03 [E8-7-242(50-242] 수02 [E8-7-239(50-239)]",3,공과대학,기계공학부,40,50,5
전공필수,3학년,6510016-01,기계설계I,김용연,월05 화09 수08 [E8-7-132(50-132)],3,공과대학,기계공학부,52,50,3.94
전공필수,3학년,6510016-02,기계설계I,김용연,월08 [E8-7-234(50-234)] 화08 수09 [E8-7-132(50-132)],3,공과대학,기계공학부,29,50,3.94
전공선택,3학년,6510018-01,기계진동,신응수,"월02 ,03 목03 [E8-7-132(50-132)]",3,공과대학,기계공학부,23,50,4.81
전공선택,3학년,6510018-02,기계진동,신응수,"월06 ,07 목02 [E8-7-132(50-132)]",3,공과대학,기계공학부,51,50,4.77
전공선택,3학년,6510025-01,내연기관,이석호,"수01 ,02 ,03 [E8-7-234(50-234)]",3,공과대학,기계공학부,9,30,0
전공선택,3학년,6510030-01,자동제어,신종호,"월01 수01 ,05 [E8-7-242(50-242]",3,공과대학,기계공학부,59,50,3.86
전공선택,3학년,6510035-01,계측공학,정규원,"월09 목05 ,06 [E8-7-132(50-132)]",3,공과대학,기계공학부,37,50,2.63
전공필수,3학년,6510125-01,진동 및 메카트로닉스 실험,신응수,"목08 ,09 ,10 ,11 [E8-7-108(50-108)]",2,공과대학,기계공학부,37,25,4.83
전공필수,3학년,6510125-02,진동 및 메카트로닉스 실험,정규원,"목08 ,09 ,10 ,11 [E8-7-104(50-104)]",2,공과대학,기계공학부,16,25,0
전공필수,3학년,6510125-03,진동 및 메카트로닉스 실험,김용연,"목08 ,09 ,10 ,11 [E8-7-202(50-202)]",2,공과대학,기계공학부,15,25,3.86
전공필수,3학년,6510125-04,진동 및 메카트로닉스 실험,신종호,"목08 ,09 ,10 ,11 [E8-7-206(50-206)]",2,공과대학,기계공학부,26,25,5
전공선택,3학년,6510136-01,공업교육론,이석호,"수05 ,06 ,07 [E8-7-209(50-209)]",3,공과대학,기계공학부,3,20,0
전공선택,3학년,6510645-01,용접접합공학,조정호,"화01 ,02 ,03 [E8-7-132(50-132)]",3,공과대학,기계공학부,3,50,3.89
전공선택,3학년,6510650-01,친환경 자동차 공학,조정호,"화07 [S1-6-107(36-107)] 수06 ,07 [E8-10-103(508-103)]",3,공과대학,기계공학부,75,50,5
전공선택,4학년,6510063-01,CAD/CAM,정규원,"월07 [E8-7-242(50-242] 수07 ,08 [E8-7-234(50-234)]",3,공과대학,기계공학부,8,50,4
전공선택,4학년,6510093-01,전산고체역학,주진원,"화06 ,07 ,08 ,09 [E8-8-209(51-209)]",3,공과대학,기계공학부,0,40,0
전공선택,4학년,6510135-01,"에너지, 환경, 냉동 및 공기조화",이석호,"월01 ,02 ,03 ,04 [E8-7-239(50-239)]",3,공과대학,기계공학부,13,30,4.5
전공선택,4학년,6510652-01,스마트생산시스템공학,김건휘,"화01 ,02 ,03 [E8-7-239(50-239)]",3,공과대학,기계공학부,36,50,5
전공선택,4학년,6510654-01,기계종합설계 I,김건휘,"화04 ,05 [E8-7-234(50-234)]",1,공과대학,기계공학부,27,50,0
전공선택,1학년,6547051-01,도시의 이해,"권규상, 반영운, 송태진","금01 ,02 ,03 [E8-3-211(46-211)]",3,공과대학,도시공학과,44,60,0
전공선택,1학년,6547115-01,도시·교통전산실습,홍성조,"금06 ,07 ,08 ,09 [E8-3-211(46-211)]",2,공과대학,도시공학과,42,46,0
전공선택,2학년,6547061-01,GIS기초 및 실습,권규상,"수01 ,02 ,03 [E8-3-211(46-211)]",2,공과대학,도시공학과,56,60,0
전공선택,2학년,6547084-01,도시공간디자인,"윤두원, 황재훈","월05 ,06 ,07 ,08 ,09 [E8-3-211(46-211)]",3,공과대학,도시공학과,37,60,0
전공선택,2학년,6547106-01,도시 및 부동산 개발론,홍성조,"금01 ,02 ,03 [E8-2-101(45-101)]",3,공과대학,도시공학과,50,200,5
전공필수,2학년,6547112-01,교통공학,송태진,"화07 ,08 ,09 [E8-3-211(46-211)]",3,공과대학,도시공학과,48,60,4.5
전공필수,2학년,6547114-01,데이터 마이닝,권규상,"월01 ,02 ,03 [E8-3-211(46-211)]",3,공과대학,도시공학과,54,60,0
전공선택,3학년,6547036-01,환경영향평가,하성룡,"화01 ,02 ,03 [E8-7-140(50-140)]",3,공과대학,도시공학과,45,50,0
전공선택,3학년,6547065-01,지리정보시스템 응용,반영운,"화05 ,06 ,07 ,08 [E8-7-140(50-140)]",3,공과대학,도시공학과,38,50,0
전공필수,3학년,6547100-01,도시계획 및 교통계획 실습(캡스톤디자인),이만형,"수05 ,06 ,07 ,08 ,09 [E8-3-211(46-211)]",3,공과대학,도시공학과,40,60,0
전공선택,3학년,6547102-01,단지 및 경관설계,김하양,"금05 ,06 ,07 ,08 ,09 [S1-3-204(42-204)]",3,공과대학,도시공학과,27,50,0
전공선택,3학년,6547109-01,지속가능한 교통 및 모빌리티,송태진,"월02 ,03 [E8-7-140(50-140)]",2,공과대학,도시공학과,34,50,0
전공선택,3학년,6547117-01,도시 및 교통공간분석,권규상,"월07 ,08 ,09 [E8-7-140(50-140)]",3,공과대학,도시공학과,44,50,0
전공선택,4학년,6547056-01,도시건축론,류경무,"목01 ,02 [E8-3-211(46-211)]",2,공과대학,도시공학과,44,50,0
전공선택,4학년,6547057-01,교통세미나,송태진,"월05 ,06 [E8-7-140(50-140)]",2,공과대학,도시공학과,30,50,0
전공선택,4학년,6547069-01,의사결정 및 협상론,"이만형, 홍영교","화05 ,06 [E8-3-211(46-211)]",2,공과대학,도시공학과,30,60,0
전공선택,4학년,6547071-01,생태도시계획,반영운,"수05 ,06 ,07 [E8-7-140(50-140)]",3,공과대학,도시공학과,29,50,0
전공선택,4학년,6547107-01,주택정책론,홍성조,"화01 ,02 [E8-3-211(46-211)]",2,공과대학,도시공학과,29,60,0
전공필수,1학년,6538085-01,신소재공학설계입문,박유세,"수06 ,07 ,08 ,09 ,10 ,11 [E8-2-101(45-101)]",3,공과대학,신소재공학과,42,200,4
전공선택,2학년,6538003-01,공학수학 I,홍주화,"화07 ,08 ,09 [S1-3-310(42-310)]",3,공과대학,신소재공학과,38,80,3.5
전공필수,2학년,6538005-01,재료공학원리,장건익,"월07 ,08 ,09 [S1-3-310(42-310)]",3,공과대학,신소재공학과,42,80,3
전공선택,2학년,6538006-01,물리화학,박기대,"목01 ,02 ,03 [E8-7-235(50-235)]",3,공과대학,신소재공학과,38,80,0
전공필수,2학년,6538040-01,재료공학실험I,조병진,"수06 ,07 ,08 ,09 [E8-1-126(44-126)]",2,공과대학,신소재공학과,34,20,4
전공필수,2학년,6538040-02,재료공학실험I,조병진,"수10 ,11 ,12 ,13 [E8-1-126(44-126)]",2,공과대학,신소재공학과,5,20,4
전공선택,2학년,6538052-01,재료역학,이동주,"수01 ,02 ,03 [S1-3-310(42-310)]",3,공과대학,신소재공학과,37,80,4.5
전공선택,2학년,6538071-01,기초양자론,조병진,"화01 ,02 ,03 [S1-3-310(42-310)]",3,공과대학,신소재공학과,37,80,3.5
전공선택,3학년,6538019-01,박막공정,홍주화,"월01 ,02 ,03 [E8-2-201(45-201)]",3,공과대학,신소재공학과,33,75,4
전공선택,3학년,6538020-01,전기및자성재료,김성수,"목07 ,08 ,09 [E8-7-134(50-134)]",3,공과대학,신소재공학과,31,50,2.4
전공선택,3학년,6538025-01,재료물리,윤정원,"월07 ,08 ,09 [E8-7-134(50-134)]",3,공과대학,신소재공학과,26,50,3.5
전공필수,3학년,6538043-01,재료공학실험III,"박기대, 박유세, 조병진","화06 ,07 ,08 ,09 [E8-1-126(44-126)]",2,공과대학,신소재공학과,32,20,0
전공필수,3학년,6538043-02,재료공학실험III,"박기대, 박유세, 조병진","화10 ,11 ,12 ,13 [E8-1-126(44-126)]",2,공과대학,신소재공학과,5,20,0
전공선택,3학년,6538063-01,에너지화학재료,박기대,"화01 ,02 ,03 [E8-7-134(50-134)]",3,공과대학,신소재공학과,32,50,0
전공선택,4학년,6538013-01,세라믹상평형,박유세,"월01 ,02 ,03 [E8-7-134(50-134)]",3,공과대학,신소재공학과,20,50,0
전공선택,4학년,6538045-01,재료공학실험V,이동주,"월06 ,07 ,08 ,09 [E8-1-126(44-126)]",2,공과대학,신소재공학과,32,20,0
전공선택,4학년,6538045-02,재료공학실험V,이동주,"월10 ,11 ,12 ,13 [E8-1-126(44-126)]",2,공과대학,신소재공학과,8,20,0
전공선택,4학년,6538053-01,접합공학,윤정원,"수01 ,02 ,03 [E8-7-134(50-134)]",3,공과대학,신소재공학과,36,50,3
전공선택,4학년,6538068-01,복합재료,이동주,"화07 ,08 ,09 [E8-2-201(45-201)]",3,공과대학,신소재공학과,20,75,4.5
전공필수,1학년,6543111-01,산업안전의이해,김성철,"월07 ,08 ,09 [E8-2-101(45-101)]",3,공과대학,안전공학과,33,35,0
전공선택,2학년,6543045-01,공학수학 I,김성철,"목07 ,08 ,09 [E8-7-339(50-339)]",3,공과대학,안전공학과,35,45,5
전공필수,2학년,6543057-01,열유체역학,최영보,"화01 [E8-2-201(45-201)] 수01 ,02 [E8-2-101(45-101)]",3,공과대학,안전공학과,27,35,0
전공선택,2학년,6543093-01,물리화학,최영보,"월07 ,08 [E8-3-164] 목02 [E8-2-201(45-201)]",3,공과대학,안전공학과,31,35,5
전공선택,2학년,6543094-01,방재및재난안전,원정훈,"화02 ,03 [E8-7-339(50-339)] 금02 [E8-2-201(45-201)]",3,공과대학,안전공학과,33,35,5
전공필수,2학년,6543107-01,재료역학,원정훈,"월05 ,06 [E8-2-101(45-101)] 화05 [E8-3-164]",3,공과대학,안전공학과,27,35,0
전공필수,3학년,6543004-01,방화공학,최영보,"화02 ,03 [E8-2-201(45-201)] 수03 [E8-2-101(45-101)]",3,공과대학,안전공학과,32,35,0
전공필수,3학년,6543013-01,안전공학실험I,김성철,"목05 ,06 [E8-7-339(50-339)]",1,공과대학,안전공학과,34,45,0
전공선택,3학년,6543026-01,전기회로이론,김두현,"월05 ,06 화05 [S1-3-310(42-310)]",3,공과대학,안전공학과,32,35,0
전공선택,3학년,6543051-01,재료파괴,박재학,"수05 ,06 ,07 [E8-3-164]",3,공과대학,안전공학과,35,45,0
전공선택,3학년,6543100-01,건설시공학(캡스톤디자인),원정훈,"월02 ,03 [E8-2-101(45-101)] 금01 [E8-2-201(45-201)]",3,공과대학,안전공학과,38,35,0
전공선택,3학년,6543105-01,산업인간공학,임현교,월01 화01 수01 [E8-3-164],3,공과대학,안전공학과,26,45,4
전공선택,4학년,6543067-01,안전관리의 심리,임현교,"월05 ,06 ,07 [E8-3-162(46-162)]",3,공과대학,안전공학과,18,20,0
전공선택,4학년,6543072-01,전기안전설비 설계(캡스톤디자인),김두현,"화01 ,03 수01 [E8-3-162(46-162)]",3,공과대학,안전공학과,20,20,0
전공선택,4학년,6543073-01,소방기계설비설계,류호철,"목01 ,02 ,03 [S1-3-310(42-310)]",3,공과대학,안전공학과,33,20,0
전공선택,4학년,6543102-01,건설안전법규 및 실무,정성훈,"목05 ,06 ,07 [E8-3-162(46-162)]",3,공과대학,안전공학과,27,20,0
전공선택,3학년,6577003-01,경제성공학,정근채,"수01 ,02 ,03 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,4.7
전공선택,3학년,6577003-02,경제성공학,정근채,"수11 ,12 ,13 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,4.7
전공선택,3학년,6577007-01,산업인간공학,임현교,"금01 ,02 ,03 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577007-02,산업인간공학,임현교,"금11 ,12 ,13 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577022-01,산업공학개론,최상현,"월02 ,03 ,04 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577022-02,산업공학개론,최상현,"월11 ,12 ,13 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577023-01,반도체공정개론,정규원,"화01 ,02 ,03 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577023-02,반도체공정개론,정규원,"화11 ,12 ,13 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577027-01,기초통계학,정대현,"목01 ,02 ,03 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,3학년,6577027-02,기초통계학,정대현,"목11 ,12 ,13 [H-210(하이닉스)]",3,공과대학,테크노산업공학과,0,40,0
전공선택,1학년,6545085-01,공학프로그래밍,윤형철,"화05 ,06 금05 [E8-6-210(49-210)]",3,공과대학,토목공학부,38,38,4.63
전공선택,1학년,6545085-02,공학프로그래밍,윤형철,"수02 ,03 금06 [E8-6-210(49-210)]",3,공과대학,토목공학부,40,38,4.63
전공선택,1학년,6545085-03,공학프로그래밍,윤형철,"수09 ,10 금07 [E8-6-210(49-210)]",3,공과대학,토목공학부,41,38,4.64
전공선택,2학년,6545004-01,재료역학,우경식,"월06 ,07 ,08 [E8-6-417(49-417)]",3,공과대학,토목공학부,37,45,5
전공선택,2학년,6545004-02,재료역학,우경식,"화06 ,07 ,08 [E8-6-417(49-417)]",3,공과대학,토목공학부,45,45,5
전공선택,2학년,6545004-03,재료역학,우경식,"목06 ,07 ,08 [E8-6-417(49-417)]",3,공과대학,토목공학부,29,45,4.89
전공선택,2학년,6545006-01,공학수학 I,이호진,"화06 ,07 ,08 [E8-6-219(49-219)]",3,공과대학,토목공학부,43,45,4.88
전공선택,2학년,6545006-02,공학수학 I,이호진,"목01 ,02 ,03 [E8-6-214(49-214)]",3,공과대학,토목공학부,40,45,4.88
전공선택,2학년,6545006-03,공학수학 I,오현식,"수02 ,03 ,04 [E8-6-417(49-417)]",3,공과대학,토목공학부,46,45,4.8
전공선택,2학년,6545066-01,유체역학,이승수,"월06 ,07 ,08 [E8-6-408(49-408)]",3,공과대학,토목공학부,32,40,3.44
전공선택,2학년,6545066-02,유체역학,이승수,"수06 ,07 ,08 [E8-6-408(49-408)]",3,공과대학,토목공학부,37,40,3.44
전공선택,2학년,6545066-03,유체역학,오현식,"목06 ,07 ,08 [E8-6-408(49-408)]",3,공과대학,토목공학부,45,40,4
전공선택,2학년,6545090-01,시스템공학,정근채,"월01 ,02 ,03 [E8-6-323(49-323)]",3,공과대학,토목공학부,34,32,3.67
전공선택,2학년,6545090-02,시스템공학,정근채,"화01 ,02 ,03 [E8-6-323(49-323)]",3,공과대학,토목공학부,43,32,3.67
전공선택,2학년,6545090-03,시스템공학,정근채,"목01 ,02 ,03 [E8-6-323(49-323)]",3,공과대학,토목공학부,41,32,3.67
전공선택,3학년,6545059-01,상하수도공학,이의훈,"월04 ,05 ,06 [E8-7-133(50-133)]",3,공과대학,토목공학부,33,40,3.4
전공선택,3학년,6545059-02,상하수도공학,이의훈,"화06 ,07 ,08 [E8-7-133(50-133)]",3,공과대학,토목공학부,35,40,3.86
전공선택,3학년,6545059-03,상하수도공학,이의훈,"수04 ,05 ,06 [E8-6-219(49-219)]",3,공과대학,토목공학부,30,45,3.86
전공선택,3학년,6545069-01,전산구조공학,김성보,"월06 수07 ,08 [E8-6-219(49-219)]",3,공과대학,토목공학부,21,43,4.57
전공선택,3학년,6545069-02,전산구조공학,김성보,"월07 목02 ,03 [E8-6-219(49-219)]",3,공과대학,토목공학부,40,43,4.4
전공선택,3학년,6545069-03,전산구조공학,김성보,"월08 목06 ,07 [E8-6-219(49-219)]",3,공과대학,토목공학부,31,43,4.4
전공선택,3학년,6545070-01,콘크리트공학 및 실험,양범주,"월01 ,02 ,03 ,04 [E8-6-408(49-408)]",3,공과대학,토목공학부,15,40,5
전공선택,3학년,6545070-02,콘크리트공학 및 실험,양범주,"화05 ,06 ,07 ,08 [E8-7-135(50-135)]",3,공과대학,토목공학부,39,45,5
전공선택,3학년,6545070-03,콘크리트공학 및 실험,양범주,"수05 ,06 ,07 ,08 [E8-7-133(50-133)]",3,공과대학,토목공학부,41,40,5
전공선택,3학년,6545071-01,토질역학Ⅱ,안광국,"화01 ,02 ,03 [E8-6-214(49-214)]",3,공과대학,토목공학부,39,45,4.25
